Class,Accuracy,Support
Tuteng T3,0.7058823529411765,17
Tuteng T2,0.9032258064516129,31
Gaguar F-TYPE,0.0,3
Gaguar XJ,0.3333333333333333,12
Gaguar XK,0.0,1
Gaguar C-TYPE,0.0,3
Gaguar E-TYPE,0.0,2
Gaguar C-X17,0.0,3
Gaguar XF,1.0,1
Morgan Plus 8,0.75,8
Morgan 4-4,0.0,1
Morgan Aero,0.5833333333333334,12
Outback,1.0,22
Legacy,0.7368421052631579,19
Legacy estate,0.8095238095238095,21
Forester,0.0,2
Subaru BRZ,0.4,20
Subaru XV,0.5833333333333334,24
Impreza hatchback,0.7777777777777778,27
Impreza sedan,0.5789473684210527,19
Trezia,0.3333333333333333,9
Viziv,0.17391304347826086,23
Subaru WRX,0.4444444444444444,18
LEVORG,0.26666666666666666,15
Tribeca,0.45454545454545453,33
Fabia,0.6,5
Octavia,0.09090909090909091,11
Octavia RS,0.0,1
Superb,1.0,2
Yeti,0.8,5
Haorui,0.75,4
Rapid Spaceback,0.6666666666666666,3
Rapid,0.8947368421052632,19
Fabia Scout,0.0,1
Yeti abroad version,0.4594594594594595,37
Citigo,0.36,25
Mission L,0.625,16
Roomster,0.631578947368421,19
Octavia abroad version,0.5909090909090909,22
Octavia RS abroad version,0.4166666666666667,24
Vision D,0.9090909090909091,22
VisionC,0.6296296296296297,27
CitiJet,0.3333333333333333,9
Superb Derivative,0.6111111111111112,18
Kaisheng 2,1.0,1
Murano,0.0,5
X-Trail,0.6451612903225806,31
Teana,0.47619047619047616,21
New Sylphy,0.0,8
Sylphy,0.8,15
Sunshine,0.0,1
Yida,0.25,4
Qashqai,0.5333333333333333,15
Livina,0.6666666666666666,18
Tiida,0.0,2
Ma Chi,0.8333333333333334,12
Paladin,0.8666666666666667,30
Nissan D22 Pickup,0.0,8
Nissan D22 Cargo,0.8125,16
Nissan NV200,0.8571428571428571,7
Palazzi,0.5,2
Bilian,0.5454545454545454,11
Nissan 370Z,0.6666666666666666,6
Nissan GT-R,0.8,15
Nissan Juke,0.125,8
Patrol ,0.14285714285714285,7
Nissan Cube,0.0,10
Nissan NUVU,0.75,16
Leaf,0.3333333333333333,3
Pathfinder,0.0,5
Versa,0.24,25
Resonance,0.7222222222222222,18
Friend-ME,0.14814814814814814,27
Extrem,0.3,30
DeltaWing,0.0,3
Frontier,0.6666666666666666,27
Hi-Cross,0.6666666666666666,24
Invitation,0.6190476190476191,21
Sentra,0.5,12
Terra,0.5789473684210527,19
Titan,0.6,20
Nissan NV3500,0.6538461538461539,26
Armada,0.28125,32
Rogue,0.0,6
BladeGlider,0.0,8
Sports Sedan,0.8181818181818182,22
Pulsar,0.9,20
2021 Vision Gran Turismo,0.0,1
Quest,0.25,12
IDX,0.3,10
Lannia Concept,0.5,4
Navara,0.9,20
Altima,0.0,4
Ideal,0.0,1
Funyun,0.6111111111111112,18
Furuida,0.9523809523809523,21
Ranz,0.6153846153846154,26
Odyssey,0.5555555555555556,36
City,0.5294117647058824,34
Crosstour,0.7619047619047619,21
Crider,0.6,25
Accord,0.65,20
Vezel,0.5454545454545454,22
Fit,0.5,22
Honda CR-Z,0.5789473684210527,19
Fit hybrid,0.5,20
Civic hybrid,0.5,28
Honda Legend,0.13636363636363635,22
Honda S2000,0.4666666666666667,30
Honda Urban,0.4418604651162791,43
Honda Gear,0.3333333333333333,9
Honda NSX,0.7037037037037037,27
Honda CONCEPT M,0.47619047619047616,21
Honda EV-Ster,0.78125,32
Honda Ridgeline,0.5652173913043478,23
Honda Step Bus,0.5238095238095238,21
Honda AC-x,0.5454545454545454,22
Honda FCX,0.9310344827586207,29
Honda HSV-010 GT,0.7142857142857143,21
Honda N BOX,0.8333333333333334,24
Honda ONE,0.7391304347826086,23
Honda P-NUT,0.25925925925925924,27
Honda SUT,0.8,25
Honda Brio,0.7727272727272727,22
Honda N-WGN,0.7391304347826086,23
Honda HR-V,0.5263157894736842,19
Honda Insight,0.6521739130434783,23
Elysion,0.4230769230769231,26
Jade,0.45454545454545453,22
Spirior,0.47619047619047616,21
Civic,0.2857142857142857,7
Honda CR-V,0.2,5
Lincoln MKS,0.6551724137931034,29
Lincoln MKT,0.32142857142857145,28
Lincoln MKX,0.3333333333333333,3
Lincoln MKZ,0.5555555555555556,18
Navigator,0.8095238095238095,21
Lincoln MKC,0.4,5
CROSS 207,0.3333333333333333,15
Peugeot 2008,0.5,4
Peugeot 207 hatchback,0.5555555555555556,18
Peugeot 207 sedan,0.8333333333333334,6
Peugeot 3008,1.0,2
Peugeot 301,0.8,5
Peugeot 307 hatchback,0.6666666666666666,6
Peugeot 307 sedan,0.42857142857142855,21
Peugeot 308,0.6666666666666666,9
Peugeot 408,0.35294117647058826,17
Peugeot 508,0.6363636363636364,11
CROSS 307,0.0,2
Peugeot 207CC,0.5,2
Peugeot 308SW,0.6666666666666666,9
Peugeot 4008,0.8888888888888888,9
Peugeot RCZ,1.0,2
Peugeot 107,0.0,1
Peugeot 508 abroad version,0.7857142857142857,14
Peugeot 208,0.6666666666666666,21
Peugeot 308 abroad version,0.22727272727272727,44
Urban Crossover,0.0,7
Peugeot 5008,0.5652173913043478,23
Peugeot BB1,0.391304347826087,23
Peugeot EX1,0.29411764705882354,17
Peugeot HR1,0.0,1
Peugeot HX1,0.5714285714285714,28
Peugeot iON,0.6428571428571429,28
Peugeot Onyx,0.6111111111111112,18
Peugeot SR1,0.4090909090909091,22
Peugeot SXC,0.5909090909090909,22
Peugeot 108,0.3333333333333333,3
EXALT,0.0,8
Peugeot 308CC,0.75,16
Antara,0.36363636363636365,22
Zafira,0.0,4
GTC convertible,0.0,2
GTC hatchback,0.0,4
GTC sedan,0.0,2
Insignia,0.7142857142857143,14
Opel AMPERA,0.4444444444444444,27
Opel CORSA,0.5,20
Opel Adam,0.6470588235294118,17
Opel Combo,0.5,32
Opel Mokka,1.0,2
Opel Monza,0.5714285714285714,7
Meriva,0.0,2
Oley hatchback,0.0,2
BYD F0,0.5,2
BYD F3DM,1.0,4
BYD F3R,0.0,7
BYD F6,0.2,15
BYD G3,0.0,4
BYD G3R,0.875,8
BYD G5,0.8,20
BYD G6,0.7916666666666666,24
BYD L3,0.8421052631578947,19
BYD M6,0.65,20
BYD S6,0.21428571428571427,14
BYD S7,0.6666666666666666,30
BYD e6,0.7,20
Qin,0.75,24
Si Rui,0.03333333333333333,30
Su Rui,0.2222222222222222,9
BYD F3,0.46153846153846156,13
Lieying,0.25,4
Yongyuanwuxing,0.0,6
Yongyuan A380,0.8888888888888888,9
Yisitanna,0.3333333333333333,3
Binyue,0.0,7
Heyue A30,0.6470588235294118,17
Heyue RS,0.68,25
Heyue iEV,0.42424242424242425,33
Ruifeng,0.3,10
Ruifeng M3,0.55,20
Ruifeng M5,0.3333333333333333,18
Ruifeng S3,0.5675675675675675,37
Ruifeng S5,0.0,8
Ruiling,0.25,12
Ruiying,0.0,1
Tongyue,0.8571428571428571,14
Tongyue Cross,0.42105263157894735,19
Tongyue RS,0.875,8
Xingrui,0.2857142857142857,7
Yueyue,0.8461538461538461,13
Yueyue CROSS,0.7,10
Heyue SC,0.7307692307692307,26
Heyue A20,0.4782608695652174,23
Ruifeng M6,0.5454545454545454,22
Vision IV,0.75,4
Ruifeng A6,0.0,1
Heyue,1.0,5
Baodian,0.6666666666666666,9
Kairui,0.5555555555555556,18
Kaiwei,0.7,20
New Yusheng S350,0.6153846153846154,13
Yuhu,0.0,12
Yuesheng S350,0.5,2
Vauxhall Antara,0.5789473684210527,19
Vauxhall Adam,0.6363636363636364,11
Vauxhall Cascada,0.6470588235294118,17
Vauxhall Corsa,0.5789473684210527,19
Vauxhall Insignia,0.4,10
Vauxhall Meriva,0.0,2
Vauxhall Mokka,0.4,5
Vauxhall VXR8,0.782608695652174,23
Vauxhall Astra,0.8888888888888888,9
Volvo C30,0.7368421052631579,19
Volvo S60,0.0,3
Volvo V40 CrossCountry,0.7,30
Volvo V60,0.0,5
Volvo XC60,0.68,25
Volvo XC90 abroad version,0.8214285714285714,28
Volvo S80,0.6296296296296297,27
Volvo V50,0.48148148148148145,27
Volvo V70,0.625,24
Volvo XC70,0.7777777777777778,27
Universe,0.7096774193548387,31
Volvo You,0.5555555555555556,9
Air Motion,0.3333333333333333,6
Volvo Coupe,0.6896551724137931,29
Volvo XC Coupe,0.25,4
ESTATE,0.75,12
Volvo C70,0.7878787878787878,33
Volvo S40,0.6818181818181818,22
Volvo S80L,0.6842105263157895,19
Volvo S60L,0.5428571428571428,35
Volvo XC Classic,0.6818181818181818,22
Volvo S60L hybrid,0.6666666666666666,39
Ferrari 458,0.6363636363636364,22
Ferrari 599,0.8076923076923077,26
Ferrari FF,0.9,60
LaFerrari,0.782608695652174,23
Sergio,0.7777777777777778,18
F12berlinetta,0.46875,32
Haige H5C,0.64,25
Longwei,0.0,10
Yujun,0.8333333333333334,6
Haige H5V,0.0,5
Fumeilai,0.0,2
Fumeilai VS,0.3125,16
Haifuxing,0.4666666666666667,15
Haima 3,0.26666666666666666,15
Haima M3,0.2857142857142857,7
Haima M8,0.5454545454545454,22
Haima S5,0.7916666666666666,24
Haima S7,0.6,20
Haimaqishi,0.4375,16
Haydo,0.6470588235294118,17
Premacy,0.6,20
Qiubite,0.0,6
Haima M6,0.8055555555555556,36
Family M5,1.0,1
FOS,0.875,8
Haima Prince,0.0,1
Haima Me,0.9090909090909091,11
Haima C2,0.5,4
Haima C3,0.48148148148148145,27
Baimawangzi,0.7419354838709677,31
Qiangwawangzi,0.7272727272727273,22
Haimaaishang,0.75,28
Feiling Pickup,0.9130434782608695,23
Feiteng C5,0.5,4
Cheetah CS6,0.0,3
Cheetah CS7,0.0,1
Feiteng,0.0,2
Ghibli,1.0,6
Quattroporte,0.0,2
GranCabrio,1.0,1
Levante,0.0,2
Alfieri,0.0,1
Maserati GT,0.0,1
Sonata abroad version,0.6756756756756757,37
Accent abroad version,0.5384615384615384,13
Elantra abroad version,0.25,4
Veloster,0.0,1
i30,0.7142857142857143,7
ix35,0.7368421052631579,19
Avante,0.0,5
Sonata,0.0,2
Mistra,0.0,2
Moinca,0.1,20
Santafe,0.0,4
Rena,0.0,3
Verna,0.7777777777777778,9
Sonata 8,0.6666666666666666,24
Tucson,0.7058823529411765,17
Accent,0.8571428571428571,28
Elantra,0.48,25
Elantra Yuedong,0.9545454545454546,22
ix25,0.6451612903225806,31
Sonata hybrid,0.2608695652173913,23
Grand SantaFe,0.0,7
Wagon,0.0,1
Genesis,0.75,20
Rohens,0.6666666666666666,24
Rohens Coupe,0.5833333333333334,24
Veracruz,0.48,25
Equus,0.36363636363636365,11
Grandeur,0.5517241379310345,29
i20,0.0,5
Tucson abroad vresion,0.0,3
i40,0.0,1
Hyundai i-oniq,0.0,1
Hyundai HB20,0.0,1
Hyundai HND-9,0.47619047619047616,21
Blue2,0.7777777777777778,18
Curb,0.8333333333333334,18
Hexa Space,0.36363636363636365,11
Nuvis,0.6153846153846154,26
ix20,0.3333333333333333,24
Hyundai RB,0.7777777777777778,18
Linian S1,0.625,16
Riich G3,0.6666666666666666,6
Riich G6,0.5,4
Riich M1,0.14285714285714285,7
Riich M5,0.0,2
Ruiqi G5,1.0,12
Qiteng M70,0.6538461538461539,26
escort,0.625,24
Fiesta sedan,1.0,15
Classic Focus hatchback,0.3157894736842105,19
Classic Focus sedan,0.5416666666666666,24
S-MAX,0.3157894736842105,19
New Focus hatchback,0.1111111111111111,9
New Focus sedan,0.2,10
Ecosport,0.6666666666666666,24
Kuga,0.75,20
Mendeo Zhisheng,0.35714285714285715,14
Mendeo,0.0,7
Fiesta hatchback,0.18518518518518517,27
Transit,0.5294117647058824,17
Focus ST,0.0,1
Ford F-150,0.7407407407407407,27
Ford F-250,0.4444444444444444,18
Ford F-350,0.18181818181818182,11
Ford F-650,0.0,7
Fiesta ST,0.5333333333333333,30
Edge,0.46153846153846156,13
Explorer,0.038461538461538464,26
Mustang,0.5,2
Ford Ka,0.6842105263157895,19
Ford Flex,0.0,2
Ford iosis max,0.0,2
Ford Taurus,1.0,1
Atlas,0.0,1
Ford Transit,0.0,1
Ford B-MAX,0.8,5
Ford C-MAX,0.0,1
Escort,0.0,2
Airstream,0.0,4
Falcon,0.0,7
Galaxy,0.2222222222222222,9
Ranger,0.4,20
Territory,0.5,2
Tourneo Courier,0.0,2
Tourneo Custom,0.0,2
Ford Evos,0.6666666666666666,3
S-MAX abroad version,0.6875,16
Fiesta abroad version,0.3333333333333333,12
Expedition,0.13043478260869565,23
Super Duty,0.5714285714285714,14
Focus abroad version,0.9,10
Troller,1.0,27
Ford E,0.8214285714285714,28
Formula,0.68,25
Taurus,0.53125,32
Fengjing,0.8571428571428571,28
Fengjing G7,0.5714285714285714,7
Fengjing Kuaiyun,0.2916666666666667,24
Mengpaike E,0.5,36
Mengpaike S,0.4827586206896552,29
Midi,0.6190476190476191,21
Fukuda,0.6,30
Tansuozhe,1.0,2
Tansuozhe III,0.5,4
Xiaochaoren,0.0,3
Xiongshi,0.6428571428571429,28
Xiongshi F16,0.0,4
Tansuozhe II,0.18181818181818182,11
Koenigsegg Agera,0.5,10
Koenigsegg CCR,0.625,8
One_1,0.375,16
Koenigsegg CCXR,0.4444444444444444,9
Hong Qi H7,0.4,15
Hong Qi L5,0.8695652173913043,23
Hong Qi SUV,0.6956521739130435,23
MASTER CEO,0.2222222222222222,9
7 SUV,0.2857142857142857,7
Luxgen 5 Sedan,0.92,25
You 6 SUV,0.48148148148148145,27
7 MPV,0.26666666666666666,30
SAAB D50,0.5909090909090909,22
SAAB D70,0.45161290322580644,31
SAAB D60,0.5357142857142857,28
Denza,0.4,15
Enranger G3,0.8260869565217391,23
ESQ,0.6764705882352942,34
Infiniti Q50,0.6363636363636364,22
Infiniti Q50 hybrid,0.5,4
Infiniti Q60,0.8333333333333334,6
Infiniti Q60S,1.0,20
Infiniti Q70L,0.36363636363636365,11
Infiniti Q70L hybrid,0.6,5
Infiniti QX50,0.8636363636363636,22
Infiniti QX60,0.0,1
Infiniti Q60 hybrid,0.625,8
Infiniti QX70,0.18181818181818182,11
Infiniti QX80,0.6875,16
Essence,0.4074074074074074,27
Emerg-E,0.24,25
Etherea,0.6,20
Infiniti LE,0.6153846153846154,26
Infiniti Q30,0.5769230769230769,26
Infiniti Q40,0.9473684210526315,19
Infiniti G Class,0.41379310344827586,29
Infiniti Q50L,0.5,14
Roewe 350,0.5833333333333334,36
Roewe 550 hybrid,1.0,24
Roewe 750,0.8333333333333334,6
Roewe 750 hybrid,0.6,10
Roewe 950,0.4,5
Roewe E50,0.6086956521739131,23
Roewe W5,0.7,20
Roewe 550,0.3333333333333333,3
Jingyue,0.8,15
Lotus L3 hatchback,0.8235294117647058,17
Lotus L5,0.8695652173913043,23
Lotus L3 sedan,1.0,2
Feixiang,1.0,2
Zhiyue,0.41379310344827586,29
Palio,0.6666666666666666,3
Bravo,0.3333333333333333,3
FIAT 500C,0.0,5
Freemont ,0.6,5
Linea,0.9,10
Punto,0.38461538461538464,26
FIAT Fiorino Qubo,0.6,5
Doblo,1.0,1
FIAT 500L,0.75,4
FIAT Idea,0.75,8
FIAT Panda,0.7083333333333334,24
FIAT Strada,0.85,20
FIAT Uno,0.8571428571428571,14
FIAT 126P,0.5862068965517241,29
FIAT 500,0.7,30
SAAB 95,0.23076923076923078,39
SAAB 9X,0.5333333333333333,15
Lancia Flavia,0.39285714285714285,28
Lancia Thema,0.4,20
Lancia Voyager,0.625,16
Lancia Ypsilon,0.675,40
Lancia Delta,0.4166666666666667,12
Lancia Stratos,1.0,4
Alhambra,0.5,4
Seat IBL,0.875,8
Seat LEON,0.0,1
Ibiza,0.8,5
Ibiza estate,0.5454545454545454,22
Seat ALTEA,0.3333333333333333,18
Seat EXEO,0.7083333333333334,24
Seat IBX,0.5555555555555556,9
Seat Mii,0.8421052631578947,19
Seat IBE,0.3333333333333333,12
Qoros 3,0.8,20
Quros 9,0.23076923076923078,13
Quros 3 hatchback,0.42857142857142855,28
Acura ILX,0.45454545454545453,22
Acura MDX,0.8333333333333334,24
Acura RDX,0.782608695652174,23
Acura RL,0.8666666666666667,15
Acura RLX,0.8518518518518519,27
Acura TL,0.0,3
Acura ZDX,0.6923076923076923,26
Acura NSX,0.08695652173913043,23
Acura SUV-X,0.9411764705882353,17
Acura TLX,0.7619047619047619,21
Acura ILX hybrid,0.43478260869565216,23
Forte,0.26666666666666666,15
KIA K2 sedan,0.6190476190476191,21
KIA K3S,0.8333333333333334,6
KIA K4,0.0,2
KIA K5,0.058823529411764705,17
RIO,0.45161290322580644,31
Cerato,0.15789473684210525,19
Sportage,0.8421052631578947,19
Soul,0.16666666666666666,30
Sportage R,0.6190476190476191,21
KIA K2 hatchback,0.0,1
Borrego,0.8571428571428571,28
KIA K5 hybrid,0.660377358490566,53
KIA VQ,0.8666666666666667,15
KIA VQ-R,0.5625,16
Shuma,0.6428571428571429,28
Sorento,0.782608695652174,23
New Carens,0.045454545454545456,22
KIA venga,0.5,20
SPORTAGE,0.46153846153846156,26
KIA GT,0.6,20
KIA Picanto,0.5357142857142857,28
KIA Ceed,0.1,20
KIA Trackster,0.5161290322580645,31
KIA K9,0.6666666666666666,15
KIA Forte,0.7391304347826086,23
KIA Provo,0.0,3
KIA CUB,0.7619047619047619,21
KIA Optima,0.75,24
KIA Cross GT,0.5454545454545454,22
KIA Ray EV,0.84,25
KIA Niro,0.6666666666666666,30
GT4 Stinger,0.125,24
Sedona,0.21428571428571427,28
Kaizun,0.25,28
Elise,0.0,11
Exige,0.4666666666666667,30
Elan,0.6071428571428571,28
Elite,0.75,44
Eterne,0.5925925925925926,27
Evora,0.7307692307692307,26
Discovery,0.43478260869565216,23
Range Rover,0.7894736842105263,19
Range Rover hybrid,0.36,25
Evoque,0.5714285714285714,21
Range Rover Sport,0.4864864864864865,37
Freelander,0.14285714285714285,7
Defender,0.6666666666666666,18
Land Rover DC100,0.0,1
‘Vision,0.25,4
McLaren 12C,0.5,6
McLaren P1,0.5625,16
McLaren X-1,0.3333333333333333,6
McLaren 650S,0.8064516129032258,31
Maybach,0.0,2
Ram,0.5,2
Journey,0.0,4
Challenger ,0.14285714285714285,7
Durango,0.8666666666666667,15
Avenger,0.5416666666666666,24
Dart,0.9090909090909091,11
Charger,0.7647058823529411,17
Viper,1.0,6
Circuit EV,0.9,30
Rampage,0.6,15
Dodge M80,0.7,30
Nitro,0.72,25
Charger SRT,0.4444444444444444,18
Challenger SRT,1.0,34
Viper SRT,0.9,10
Caliber,0.7,20
Mustang F16,0.6363636363636364,22
Mustang F99,0.7083333333333334,24
Mustang A-MPV,0.6571428571428571,35
Mustang T70,0.5,2
Mustang M31D,0.6857142857142857,35
Mustang M302,0.5777777777777777,45
Mustang F12,0.5,38
Jinlvhaishi,0.0,3
Dahaishi,0.6111111111111112,18
Geruisi,0.5476190476190477,42
Haishi,0.0,1
Haixing,0.5517241379310345,29
Jinbei S50,0.0,10
Jindian,0.8148148148148148,27
Leilong,0.6785714285714286,28
New Haishi,0.6666666666666666,12
Zhishang S30,0.06666666666666667,15
Dalishen,0.0,7
Alto,0.4230769230769231,26
Cultus,0.6666666666666666,21
Alivio,0.782608695652174,23
Tianyu SX4 hatchback,0.7142857142857143,21
Tianyu SX4 sedan,0.0,2
Tianyushangyue,0.3684210526315789,19
Yuyan,0.0,1
Fengyu,0.4666666666666667,15
Grand Vitara,0.3333333333333333,6
Kazishi,0.7692307692307693,26
Swift,0.6666666666666666,9
S-CROSS abroad version,0.5,14
SX4 S-CROSS,0.7307692307692307,26
Regina,0.9545454545454546,22
Authentics,0.0,3
Suzuki iV-4,0.4166666666666667,12
Crosshiker,0.0,3
X-Lander,0.5,2
Jimny,0.875,24
Bei Douxing,0.6923076923076923,13
Liana A6 hatchback,0.7777777777777778,9
Liana A6 sedan,0.38461538461538464,13
Liana hatchback,0.6538461538461539,26
Liana sedan,0.3333333333333333,3
Splash,1.0,6
Landy,0.2,5
Great Wall C20R,0.21739130434782608,23
Great Wall C50,0.5714285714285714,14
Great Wall M1,0.25,4
Great Wall M2,0.9411764705882353,17
Great Wall M4,0.2631578947368421,19
Great Wall V80,0.0,1
Wingle 3,0.0,4
Wingle 5,0.14285714285714285,7
Wingle 6,0.42857142857142855,28
Jindier,0.5,22
Jingling,0.23529411764705882,17
Kuxiong,0.375,16
Lingao,0.14285714285714285,14
Xuanli,0.5,28
Xuanli CROSS,0.7619047619047619,21
Oula,0.5,40
Great Wall C70,0.6206896551724138,29
Great Wall C30,0.0,6
Changan Ounuo,0.8666666666666667,30
Changan Xiaoka,0.782608695652174,23
Changan Xingka,0.6666666666666666,24
Changan Star,0.45454545454545453,11
Changan Star 7,0.4166666666666667,12
Changan Star S460,0.5,18
Oulove,0.7142857142857143,7
Zunxing,0.6,15
Ruixing,0.07692307692307693,13
Changan Shenqi,0.625,8
Benben,0.9090909090909091,11
Benben MINI,0.7272727272727273,22
Changan CS35,0.0,3
Changan CS75,0.796875,64
Changan CX20,0.9285714285714286,28
Changan CS30 hatchback,0.85,40
Changan CS30 sedan,0.5,16
Yidong,0.625,8
Yuexiang V3,0.4,10
Yuexiang V5,0.5,8
Yuexiang hatchback,0.8214285714285714,28
Yuexiang sedan,0.0,6
Zhishang XT,0.2,5
Ruiping,0.8,25
Zhixiang,0.6296296296296297,27
Changan CS95,0.5,8
Changan VOSS,0.15384615384615385,13
Benben LOVE,0.4583333333333333,24
MiTo,0.5416666666666666,24
159,0.75,32
Giulietta,0.5,4
4C,0.6428571428571429,28
2uettottanta,0.6190476190476191,21
TZ3,0.7894736842105263,19
Disco Volante,0.3333333333333333,9
Gloria,0.0,4
8C,0.5862068965517241,29
DB9,0.0,5
Rapide,0.8333333333333334,24
V12 Vantage,0.7,10
V8 Vantage,0.3684210526315789,19
Vanquish,0.6470588235294118,17
Virage,0.7619047619047619,21
Zagato,0.8,25
ONE-77,0.8571428571428571,21
Cygnet,0.0,2
Lagonda,0.6521739130434783,23
CC100,0.5217391304347826,23
DBS,0.8333333333333334,12
Fshion,0.21428571428571427,14
Landwind X8,0.6538461538461539,26
Landwind X5,0.631578947368421,19
Fujia,0.0,6
AVEO hatchback,0.5714285714285714,14
Trax,0.09090909090909091,11
Epica,0.4666666666666667,15
Cruze sedan,1.0,2
Cruze hatchback,1.0,2
Captiva,0.0,3
Aveo,0.8333333333333334,30
Lova,0.7692307692307693,13
Malibu,0.4,10
Sail hatchback,0.3333333333333333,12
Sail sedan,0.46153846153846156,13
Sail SPRINGO,0.5833333333333334,24
Aveo sedan,0.1111111111111111,9
Volt,0.32142857142857145,28
Spark,0.5789473684210527,19
CHEVY Traverse,0.5555555555555556,27
CHEVY Beat,0.5882352941176471,17
CHEVY Orlando,0.37037037037037035,27
Sonic,0.75,4
Cruze abroad version,0.3333333333333333,3
CHEVY Trax,1.0,2
Corvette,0.6666666666666666,21
Silverado,0.16666666666666666,6
CHEVY SS,0.9375,16
Agile,0.5,8
Caprice,0.8333333333333334,24
Colorado,0.47619047619047616,21
Equinox,0.25,4
Impala,0.7272727272727273,11
TrailBlazer,0.0,2
Cobalt,0.0,9
CHEVY Code,0.8333333333333334,6
CHEVY Miray,0.8823529411764706,17
CHEVY Onix,0.8125,16
CHEVY Tahoe,0.0,1
CHEVY Tru,0.0,1
Express,0.5833333333333334,12
Suburban,0.0,2
City Express,0.6923076923076923,26
Camaro,0.7222222222222222,18
C2 Cross,0.15384615384615385,13
c-Elysee sedan,0.14285714285714285,7
Triomphe,0.75,8
Elysee,0.0,1
Quatre Cross,0.7777777777777778,9
Quatre hatchback,0.42105263157894735,19
Quatre sedan,0.6363636363636364,11
Citroen C2,0.6,5
Citroen C4L,0.125,8
Citroen C5,0.21739130434782608,23
c-Elysee hatchback,0.6428571428571429,14
C4 Aircross,0.3076923076923077,26
Citroen C4,0.3,30
Citroen C3,0.0,3
C3 Picasso,0.75,12
C-Zero,0.6,5
Citroen C-Elysee,0.5185185185185185,27
Technospace,0.5833333333333334,24
Lacoste,1.0,15
Metropolis,0.0,3
REVOLTe,0.8571428571428571,7
Survolt,0.6666666666666666,24
Tubik,0.09090909090909091,33
Citroen C-Crosser,0.5,6
Citroen GQ,0.5714285714285714,28
Citroen GT,0.6153846153846154,26
Cactus,0.56,25
Citroen C1,0.23809523809523808,21
B14,0.375,16
Grand C4 Picasso,0.0,2
Lexus CT,0.2222222222222222,9
Lexus ES hybrid,0.7272727272727273,33
Lexus GS,0.09090909090909091,11
Lexus GS hybrid,0.28,25
Lexus GX,0.6206896551724138,29
Lexus IS,0.725,40
Lexus IS convertible ,0.46153846153846156,13
Lexus LF-A,0.36363636363636365,22
Lexus LS,0.6363636363636364,22
Lexus LS hybrid,0.45,20
Lexus LX,0.75,24
Lexus RC,0.43333333333333335,30
Lexus RX,1.0,3
Lexus RX hybrid,0.7058823529411765,17
Lexus LF-Xh,0.4117647058823529,17
Lexus HS,0.2,5
Lexus LF-LC,0.7333333333333333,15
Lexus LF-CC,0.6071428571428571,28
Lexus LF-Gh,0.5,4
Lexus LF-NX,1.0,5
Lexus NX,1.0,7
Lexus ES,0.875,8
Renault Scenic,0.5454545454545454,22
Wind Lang,0.625,8
Koleos,0.7586206896551724,29
Laguna,0.4166666666666667,24
Laguna Gu Bbe,0.6428571428571429,28
Megan Aa,0.0,7
Tower Siman,0.625,24
Latitude,0.47619047619047616,21
Cleo,0.6842105263157895,19
Reno Wind,0.7666666666666667,30
Reno Captur,0.4444444444444444,27
Reno Frendzy,0.5357142857142857,28
Reno ZOE,0.5384615384615384,26
Reno Twizy,0.75,16
Reno Symbol,0.5833333333333334,12
Reno R-Space,0.0,1
Reno Twingo,0.8,25
Reno Alpine,0.0,1
Reno Twin-Run,1.0,10
Reno Twin-Z,0.7727272727272727,22
Reno Kwid,0.5,20
Scenic,0.75,24
Shouwang,0.5151515151515151,33
Atenza,0.47619047619047616,21
Mazda 8,0.8,5
Mazda CX7,0.75,20
Ruiyi,0.4864864864864865,37
Ruiyi coupe,0.17391304347826086,23
Mazda 6,0.5,2
ATENZA,0.8181818181818182,11
Mazda CX-9,0.3333333333333333,3
Mazda MX-5,0.6666666666666666,9
Mazda 3 abroad version,0.4,5
Mazda RX-8,0.0,4
Takeri,0.9090909090909091,11
Mazda 7 Wagon,0.3333333333333333,12
Shinari,1.0,1
Hazumi,0.35,20
Axela hatchback,0.0,2
Mazda 2,0.125,8
Mazda 2 sedan,0.2222222222222222,9
Mazda 3,0.9285714285714286,14
Mazda 3 Xingcheng hatchback,0.7391304347826086,23
Mazda 3 Xingcheng sedan,0.2857142857142857,7
Mazda CX-5,0.5384615384615384,26
Axela sedan,0.7,10
Aolong,0.9090909090909091,22
Dachaishen,1.0,17
Huanghai N1,0.25806451612903225,31
Huanghai Challenger,0.875,8
Qisheng F1,0.16666666666666666,6
Qisheng V3,0.23076923076923078,13
Ruitu,0.42857142857142855,7
